Year,Month,Day,Hour,Longitude,Latitude,Intensity_CVU,Days_since_last_storm,Length_day_storm,Event
2019,3,2,,,,0.99,,,
2019,3,3,,,,0.99,,,
2019,3,4,18,-61.7,-65.772,2.1867,7,1,19h
2019,3,5,,,,0.99,,,
2019,3,6,,,,0.99,,,
2019,3,7,,,,0.99,,,
2019,3,8,,,,0.99,,,
2019,3,9,6,-76.42,-63.477,4.6401,5,1,19i
2019,3,10,,,,0.99,,,
2019,3,11,12,-62.52,-69.812,2.1042,2,1,19j
2019,3,11,18,-64.08,-67.856,1.373,2,1,19j
2019,3,12,,,,0.99,,,
2019,3,13,,,,0.99,,,
2019,3,14,,,,0.99,,,
2019,3,15,,,,0.99,,,
2019,3,16,6,-79.77,-66.226,2.1642,5,2,19k
2019,3,16,12,-76.46,-65.345,2.1911,5,2,19k
2019,3,16,18,-71.88,-65.255,2.7276,5,2,19k
2019,3,17,0,-67.44,-65.449,2.8666,5,2,19k
2019,3,17,6,-63.28,-65.395,3.6204,5,2,19k
2019,3,18,,,,0.99,,,
2019,3,19,,,,0.99,,,
2019,3,20,,,,0.99,,,
2019,3,21,12,-78.85,-67.41,2.6426,4,2,19l
2019,3,21,18,-77.76,-68.132,2.6725,4,2,19l
2019,3,22,0,-75.6,-68.406,2.027,4,2,19l
2019,3,22,6,-73.1,-68.816,1.4333,4,2,19l
2019,3,23,,,,0.99,,,
2019,3,24,6,-73.1,-65.795,3.3915,2,2,19m
2019,3,24,12,-70.17,-69.255,3.058,2,2,19m
2019,3,25,6,-78.94,-63.653,4.3894,2,2,19m
2019,3,25,12,-73.31,-63.31,4.0784,2,2,19m
2019,3,26,,,,0.99,,,
2019,3,27,,,,0.99,,,
2019,3,28,18,-73.07,-65.418,4.6006,3,4,19n
2019,3,29,0,-69.77,-67.751,4.5515,3,4,19n
2019,3,29,6,-67.67,-69.022,3.2613,3,4,19n
2019,3,30,18,-78.96,-64.416,4.9194,3,4,19n
2019,3,31,0,-75.62,-64.272,4.9662,3,4,19n
2019,3,31,6,-71.78,-63.852,4.2701,3,4,19n
2019,3,31,12,-69.53,-63.537,3.5697,3,4,19n
2019,4,1,,,,0.99,,,
2019,4,2,,,,0.99,,,
2019,4,3,,,,0.99,,,
2019,4,4,,,,0.99,,,
2019,4,5,,,,0.99,,,
2019,4,6,,,,0.99,,,
2019,4,7,,,,0.99,,,
2019,4,8,,,,0.99,,,
2019,4,9,,,,0.99,,,
2019,4,10,,,,0.99,,,
2019,4,11,,,,0.99,,,
2019,4,12,,,,0.99,,,
2019,4,13,,,,0.99,,,
2019,4,14,,,,0.99,,,
2019,4,15,0,-64.57,-63.18,7.6355,15,1,19o
2019,4,16,,,,0.99,,,
2019,4,17,,,,0.99,,,
2019,4,18,,,,0.99,,,
2019,4,19,,,,0.99,,,
2019,4,20,,,,0.99,,,
2019,4,21,,,,0.99,,,
2019,4,22,,,,0.99,,,
2019,4,23,,,,0.99,,,
2019,4,24,,,,0.99,,,
2019,4,25,0,-66.67,-63.933,3.3058,10,1,19p
2019,4,26,,,,0.99,,,
2019,4,27,18,-79.91,-69.178,5.0476,2,2,19q
2019,4,28,0,-79.25,-69.723,4.361,2,2,19q
2019,4,29,,,,0.99,,,
2019,4,30,,,,0.99,,,
2020,1,1,,,,0.99,,,
2020,1,2,12,-73.18,-63.326,4.4088,NA,2,20a
2020,1,2,18,-70.26,-63.436,4.0677,NA,2,20a
2020,1,3,0,-65.97,-63.011,3.629,NA,2,20a
2020,1,4,,,,0.99,,,
2020,1,5,,,,0.99,,,
2020,1,6,,,,0.99,,,
2020,1,7,,,,0.99,,,
2020,1,8,,,,0.99,,,
2020,1,9,,,,0.99,,,
2020,1,10,,,,0.99,,,
2020,1,11,,,,0.99,,,
2020,1,12,,,,0.99,,,
2020,1,13,,,,0.99,,,
2020,1,14,,,,0.99,,,
2020,1,15,,,,0.99,,,
2020,1,16,,,,0.99,,,
2020,1,17,,,,0.99,,,
2020,1,18,,,,0.99,,,
2020,1,19,,,,0.99,,,
2020,1,20,,,,0.99,,,
2020,1,21,,,,0.99,,,
2020,1,22,,,,0.99,,,
2020,1,23,,,,0.99,,,
2020,1,24,,,,0.99,,,
2020,1,25,,,,0.99,,,
2020,1,26,,,,0.99,,,
2020,1,27,,,,0.99,,,
2020,1,28,18,-79.14,-64.118,3.9897,25,1,20b
2020,1,29,,,,0.99,,,
2020,1,30,0,-62.39,-64.45,2.5824,2,1,20c
2020,1,30,6,-63.94,-68.576,2.2916,2,1,20c
2020,1,31,,,,0.99,,,
2020,2,1,,,,0.99,,,
2020,2,2,12,-62.29,-64.702,3.4236,3,1,20d
2020,2,3,,,,0.99,,,
2020,2,4,,,,0.99,,,
2020,2,5,,,,0.99,,,
2020,2,6,12,-65.54,-68.876,2.2817,4,1,20e
2020,2,7,,,,0.99,,,
2020,2,8,,,,0.99,,,
2020,2,9,,,,0.99,,,
2020,2,10,18,-79.84,-66.596,5.5617,4,2,20f
2020,2,11,0,-77.95,-67.901,4.8187,4,2,20f
2020,2,11,6,-77.04,-68.928,4.0111,4,2,20f
2020,2,11,12,-76.34,-69.803,3.0613,4,2,20f
2020,2,12,,,,0.99,,,
2020,2,13,,,,0.99,,,
2020,2,14,,,,0.99,,,
2020,2,15,12,-74.65,-63.309,2.6651,4,2,20g
2020,2,15,18,-78.03,-63.873,2.7758,4,2,20g
2020,2,16,0,-78.45,-64.2,2.7697,4,2,20g
2020,2,16,6,-79.31,-64.345,2.2055,4,2,20g
2020,2,17,,,,0.99,,,
2020,2,18,,,,0.99,,,
2020,2,19,,,,0.99,,,
2020,2,20,,,,0.99,,,
2020,2,21,,,,0.99,,,
2020,2,22,,,,0.99,,,
2020,2,23,,,,0.99,,,
2020,2,24,,,,0.99,,,
2020,2,25,,,,0.99,,,
2020,2,26,,,,0.99,,,
2020,2,27,,,,0.99,,,
2020,2,28,,,,0.99,,,
2020,2,29,18,-78.23,-67.142,3.2212,13,2,20h
2020,3,1,0,-75.1,-67.458,3.3862,13,2,20h
2020,3,1,6,-72.5,-67.892,3.2319,13,2,20h
2020,3,1,12,-69.82,-68.242,2.8325,13,2,20h
2020,3,2,,,,0.99,,,
2020,3,3,,,,0.99,,,
2020,3,4,,,,0.99,,,
2020,3,5,,,,0.99,,,
2020,3,6,,,,0.99,,,
2020,3,7,,,,0.99,,,
2020,3,8,,,,0.99,,,
2020,3,9,,,,0.99,,,
2020,3,10,,,,0.99,,,
2020,3,11,,,,0.99,,,
2020,3,12,12,-79.82,-63.16,3.6786,11,2,20i
2020,3,12,18,-75.96,-65.189,3.2331,11,2,20i
2020,3,13,0,-71.94,-68.081,2.1233,11,2,20i
2020,3,14,,,,0.99,,,
2020,3,15,,,,0.99,,,
2020,3,16,,,,0.99,,,
2020,3,17,,,,0.99,,,
2020,3,18,,,,0.99,,,
2020,3,19,,,,0.99,,,
2020,3,20,,,,0.99,,,
2020,3,21,,,,0.99,,,
2020,3,22,,,,0.99,,,
2020,3,23,0,-79.96,-65.178,3.8649,10,1,20j
2020,3,23,6,-75.66,-64.248,3.0141,10,1,20j
2020,3,23,12,-71.93,-63.379,2.4852,10,1,20j
2020,3,24,,,,0.99,,,
2020,3,25,12,-76.56,-63.059,3.6011,2,2,20k
2020,3,25,18,-69.53,-65.568,4.1331,2,2,20k
2020,3,26,0,-66.19,-67.727,5.6025,2,2,20k
2020,3,27,,,,0.99,,,
2020,3,28,,,,0.99,,,
2020,3,29,,,,0.99,,,
2020,3,30,0,-78.12,-66.679,3.5153,4,1,20l
2020,3,30,6,-74.44,-67.776,3.231,4,1,20l
2020,3,30,12,-73.81,-69.46,2.0713,4,1,20l
2020,3,31,,,,0.99,,,
2020,4,1,,,,0.99,,,
2020,4,2,,,,0.99,,,
2020,4,3,,,,0.99,,,
2020,4,4,6,-64.43,-64.745,2.5105,5,1,20m
2020,4,5,,,,0.99,,,
2020,4,6,0,-79.44,-63.542,3.9069,2,2,20n
2020,4,6,6,-78.27,-63.017,3.9693,2,2,20n
2020,4,6,18,-73.08,-63.557,3.3322,2,2,20n
2020,4,7,0,-73.83,-65.118,2.8397,2,2,20n
2020,4,7,6,-70.91,-65.094,2.8585,2,2,20n
2020,4,7,12,-65.63,-64.068,2.288,2,2,20n
2020,4,8,,,,0.99,,,
2020,4,9,,,,0.99,,,
2020,4,10,12,-77.83,-65.865,7.3257,3,2,20o
2020,4,10,18,-71.79,-67.32,6.8518,3,2,20o
2020,4,11,0,-66.69,-68.713,5.3605,3,2,20o
2020,4,12,,,,0.99,,,
2020,4,13,6,-79.24,-65.043,2.482,2,1,20p
2020,4,13,12,-74.76,-63.34,2.8014,2,1,20p
2020,4,14,,,,0.99,,,
2020,4,15,,,,0.99,,,
2020,4,16,,,,0.99,,,
2020,4,17,,,,0.99,,,
2020,4,18,0,-71.4,-67.976,1.1571,5,1,20q
2020,4,18,6,-67.29,-69.694,1.5471,5,1,20q
2020,4,18,12,-64.75,-68.542,3.4399,5,1,20q
2020,4,19,,,,0.99,,,
2020,4,20,,,,0.99,,,
2020,4,21,0,-77.41,-67.809,4.2075,3,1,20r
2020,4,21,6,-72.9,-69.848,4.2715,3,1,20r
2020,4,21,12,-64.57,-64.391,3.6794,3,1,20r
2020,4,22,,,,0.99,,,
2020,4,23,0,-61.35,-69.974,1.743,2,1,20s
2020,4,24,,,,0.99,,,
2020,4,25,,,,0.99,,,
2020,4,26,,,,0.99,,,
2020,4,27,,,,0.99,,,
2020,4,28,,,,0.99,,,
2020,4,29,,,,0.99,,,
2020,4,30,18,-64.82,-63.191,5.2389,7,1,20t
